cliente_id,genero,edad,estado,piezas_compradas,monto_compra,fecha_ultima_compra
7310,Femenino,34.0,Jalisco,4,501.19,2023-10-02
7311,Otro,44.0,Nuevo León,1,547.38,2023-08-13
7312,Masculino,30.0,Nuevo León,3,617.91,2023-06-09
7313,Femenino,42.0,Puebla,6,186.78,2023-01-12
7314,Femenino,44.0,Puebla,3,464.45,2023-07-25
7315,Femenino,38.0,Jalisco,2,506.81,2023-11-29
7316,Otro,51.0,Yucatán,2,250.9,2023-09-12
7317,Femenino,26.0,CDMX,2,530.76,2023-03-15
7318,Masculino,30.0,Puebla,2,390.55,2023-08-13
7319,Femenino,37.0,Nuevo León,3,650.65,2023-12-07
7320,Masculino,43.0,CDMX,1,449.79,2023-05-29
7321,Femenino,36.0,Jalisco,1,485.24,2023-08-09
7322,Masculino,47.0,CDMX,4,310.38,2023-10-15
7323,Masculino,28.0,CDMX,2,691.04,2023-09-28
7324,Masculino,23.0,Yucatán,4,640.92,2023-12-08
7325,Femenino,38.0,Yucatán,5,507.84,2023-12-01
7326,Femenino,34.0,CDMX,6,462.46,2023-10-27
7327,Femenino,40.0,Yucatán,2,633.39,2023-01-10
7328,Masculino,34.0,Yucatán,0,604.14,2023-05-11
7329,Femenino,31.0,CDMX,3,387.44,2023-06-22
7330,Masculino,34.0,Puebla,3,378.02,2023-08-24
7331,Femenino,35.0,Yucatán,2,366.58,2023-07-11
7332,Masculino,31.0,CDMX,5,488.16,2023-07-28
7333,Masculino,32.0,Puebla,3,443.16,2023-05-13
7334,Masculino,30.0,Yucatán,1,675.96,2023-02-23
7335,Femenino,43.0,CDMX,2,663.27,2023-04-19
7336,Femenino,36.0,Yucatán,1,481.64,2023-04-20
7337,Femenino,57.0,Puebla,6,595.88,2023-03-21
7338,Femenino,36.0,CDMX,3,648.53,2023-02-26
7339,Masculino,29.0,Puebla,5,845.6,2023-11-19
7340,Masculino,61.0,Nuevo León,5,617.2,2023-11-23
7341,Masculino,39.0,Jalisco,6,593.97,2023-03-26
7342,Femenino,44.0,Nuevo León,5,143.33,2023-03-30
7343,Masculino,40.0,Yucatán,1,665.86,2023-09-24
7344,Masculino,41.0,Puebla,1,518.05,2023-03-12
7345,Masculino,40.0,CDMX,2,394.13,2023-05-30
7346,Femenino,23.0,Puebla,4,382.45,2023-11-28
7347,Femenino,38.0,Yucatán,3,556.69,2023-01-10
7348,Femenino,21.0,CDMX,5,293.0,2023-04-20
7349,Masculino,33.0,Nuevo León,2,342.93,2023-03-24
7350,Masculino,27.0,Puebla,1,617.22,2023-04-16
7351,Femenino,38.0,Jalisco,4,660.07,2023-07-27
7352,Femenino,38.0,Yucatán,0,721.14,2023-07-02
7353,Masculino,,Yucatán,3,335.28,2023-11-16
7354,Masculino,37.0,Puebla,3,390.92,2023-11-20
7355,Femenino,28.0,Nuevo León,2,527.1,2023-05-14
7356,Masculino,32.0,Nuevo León,4,648.54,2023-01-06
7357,Otro,44.0,Jalisco,6,565.32,2023-01-18
7358,Masculino,45.0,Jalisco,2,531.31,2023-10-18
7359,Femenino,23.0,Puebla,4,412.62,2023-02-09
7360,Masculino,19.0,CDMX,2,327.75,2023-04-23
7361,Masculino,27.0,Nuevo León,5,274.75,2023-09-16
7362,Femenino,45.0,CDMX,1,444.72,2023-05-14
7363,Masculino,47.0,CDMX,2,394.37,2023-01-29
7364,Masculino,25.0,Puebla,4,410.82,2023-08-25
7365,Masculino,38.0,Jalisco,3,519.85,2023-08-08
7366,Femenino,53.0,CDMX,0,570.68,2023-08-08
7367,Masculino,39.0,Puebla,3,412.36,2023-07-02
7368,Masculino,49.0,Jalisco,2,548.39,2023-07-07
7369,Femenino,44.0,CDMX,4,579.33,2023-12-12
7370,Masculino,25.0,CDMX,1,421.66,2023-03-01
7371,Masculino,33.0,Jalisco,3,414.2,2023-03-25
7372,Masculino,35.0,Jalisco,4,512.78,2023-07-24
7373,Femenino,36.0,Yucatán,1,352.43,2023-06-09
7374,Masculino,44.0,Yucatán,1,893.71,2023-03-13
7375,Femenino,39.0,Puebla,6,544.84,2023-03-03
7376,Femenino,5.0,Puebla,3,332.92,2023-10-19
7377,Masculino,21.0,Nuevo León,2,566.54,2023-09-01
7378,Femenino,,Yucatán,6,430.31,2023-09-24
7379,Masculino,36.0,Jalisco,2,642.64,2023-09-26
7380,Femenino,37.0,Yucatán,1,545.52,2023-01-29
7381,Femenino,37.0,Puebla,1,564.3,2023-07-04
7382,Femenino,25.0,Puebla,3,93.68,2023-06-11
7383,Otro,41.0,Puebla,3,541.84,2023-12-02
7384,Masculino,42.0,Jalisco,2,735.59,2023-06-19
7385,Masculino,22.0,CDMX,4,734.19,2023-01-31
7386,Femenino,20.0,Puebla,4,816.06,2023-06-04
7387,Femenino,34.0,Yucatán,2,710.26,2023-11-03
7388,Otro,52.0,CDMX,4,494.03,2023-06-26
7389,Femenino,51.0,Yucatán,3,640.77,2023-08-09
7390,Femenino,40.0,Puebla,3,494.81,2023-03-28
7391,Masculino,27.0,Jalisco,3,589.55,2023-04-21
7392,Femenino,43.0,CDMX,2,643.62,2023-04-12
7393,Masculino,30.0,CDMX,1,513.1,2023-11-26
7394,Masculino,27.0,Puebla,0,640.8,2023-08-06
7395,Femenino,13.0,Puebla,4,417.72,2023-03-28
7396,Femenino,36.0,Puebla,4,602.57,2023-04-13
7397,Femenino,28.0,Nuevo León,4,531.95,2023-03-23
7398,Masculino,35.0,Jalisco,2,426.26,2023-05-12
7399,Masculino,12.0,Jalisco,4,644.41,2023-04-22
7400,Femenino,36.0,Puebla,2,287.16,2023-09-24
7401,Femenino,10.0,Nuevo León,4,458.93,2023-02-09
7402,Masculino,45.0,Puebla,3,501.27,2023-10-23
7403,Masculino,40.0,Puebla,3,720.17,2023-01-07
7404,Femenino,32.0,Jalisco,3,481.82,2023-04-17
7405,Femenino,40.0,Nuevo León,3,482.42,2023-01-06
7406,Femenino,25.0,Jalisco,2,665.7,2023-02-10
7407,Masculino,35.0,Puebla,3,518.31,2023-08-12
7408,Otro,42.0,Yucatán,4,382.23,2023-02-06
7409,Femenino,4.0,CDMX,2,861.2,2023-08-05
7410,Masculino,30.0,Puebla,4,638.12,2023-03-15
7411,Femenino,34.0,Nuevo León,3,452.21,2023-01-19
7412,Femenino,33.0,Yucatán,1,480.56,2023-11-20
7413,Femenino,49.0,Nuevo León,1,330.82,2023-11-12
7414,Masculino,23.0,Puebla,5,539.0,2023-08-09
7415,Masculino,28.0,Puebla,1,640.2,2023-12-03
7416,Masculino,,CDMX,3,230.08,2023-12-20
7417,Femenino,50.0,Nuevo León,3,531.45,2023-03-11
7418,Femenino,32.0,Yucatán,0,284.08,2023-08-18
7419,Femenino,30.0,CDMX,1,452.13,2023-04-09
7420,Masculino,34.0,Nuevo León,2,523.67,2023-06-18
7421,Femenino,41.0,Puebla,1,528.23,2023-05-09
7422,Masculino,38.0,CDMX,0,857.44,2023-03-21
7423,Femenino,61.0,Puebla,1,543.3,2023-03-30
7424,Femenino,39.0,Jalisco,1,415.52,2023-02-09
7425,Femenino,30.0,Jalisco,3,358.37,2023-09-17
7426,Femenino,29.0,CDMX,1,415.7,2023-06-30
7427,Femenino,31.0,CDMX,4,556.09,2023-11-10
7428,Femenino,19.0,Nuevo León,6,235.87,2023-10-01
7429,Masculino,35.0,Yucatán,3,318.87,2023-04-29
7430,Masculino,42.0,Yucatán,3,543.89,2023-08-30
7431,Femenino,28.0,Jalisco,3,472.29,2023-10-06
7432,Femenino,26.0,Jalisco,3,570.73,2023-12-30
7433,Femenino,50.0,Jalisco,4,379.56,2023-03-10
7434,Femenino,20.0,Puebla,5,410.92,2023-08-19
7435,Femenino,,Yucatán,6,661.55,2023-04-21
7436,Masculino,23.0,CDMX,8,598.34,2023-03-22
7437,Femenino,19.0,Jalisco,6,272.18,2023-06-25
7438,Femenino,,Nuevo León,3,237.17,2023-01-13
7439,Femenino,31.0,CDMX,2,344.53,2023-03-09
7440,Femenino,32.0,CDMX,4,411.73,2023-07-05
7441,Masculino,46.0,CDMX,2,640.73,2023-08-10
7442,Femenino,28.0,Yucatán,2,312.99,2023-03-13
7443,Femenino,42.0,Jalisco,3,610.62,2023-11-22
7444,Masculino,50.0,Nuevo León,2,443.71,2023-07-15
7445,Femenino,30.0,Puebla,3,478.82,2023-08-06
7446,Masculino,42.0,Nuevo León,6,434.21,2023-09-05
7447,Masculino,32.0,Nuevo León,2,549.98,2023-12-11
7448,Femenino,44.0,Nuevo León,3,648.54,2023-10-04
7449,Masculino,19.0,Puebla,3,391.94,2023-10-12
7450,Femenino,18.0,Nuevo León,1,666.03,2023-03-25
7451,Masculino,31.0,Nuevo León,1,626.94,2023-06-19
7452,Femenino,26.0,Jalisco,4,457.27,2023-03-25
7453,Femenino,29.0,Jalisco,1,402.45,2023-12-11
7454,Masculino,32.0,Jalisco,3,710.36,2023-05-13
7455,Masculino,42.0,CDMX,3,458.77,2023-09-20
7456,Otro,30.0,Nuevo León,4,470.2,2023-02-16
7457,Masculino,26.0,Yucatán,3,563.16,2023-06-05
7458,Femenino,31.0,Yucatán,2,615.63,2023-10-10
7459,Femenino,27.0,Yucatán,2,702.05,2023-03-25
7460,Femenino,25.0,Puebla,6,578.42,2023-08-25
7461,Femenino,18.0,Jalisco,4,522.09,2023-05-30
7462,Femenino,35.0,Jalisco,2,535.05,2023-01-18
7463,Masculino,29.0,Jalisco,5,314.32,2023-11-24
7464,Femenino,44.0,Puebla,1,454.46,2023-01-23
7465,Femenino,20.0,Nuevo León,3,353.03,2023-10-14
7466,Femenino,29.0,CDMX,1,624.08,2023-05-29
7467,Masculino,53.0,Jalisco,3,402.55,2023-06-03
7468,Masculino,25.0,Nuevo León,2,670.78,2023-02-18
7469,Masculino,32.0,Yucatán,6,428.1,2023-05-03
7470,Femenino,22.0,CDMX,2,399.42,2023-12-10
7471,Masculino,21.0,Yucatán,1,389.16,2023-12-22
7472,Femenino,50.0,Nuevo León,2,286.58,2023-02-05
7473,Masculino,36.0,Nuevo León,2,374.68,2023-03-22
7474,Masculino,36.0,Yucatán,5,389.17,2023-04-22
7475,Femenino,18.0,CDMX,1,648.1,2023-08-27
7476,Masculino,38.0,Yucatán,2,456.45,2023-12-20
7477,Masculino,46.0,Yucatán,2,471.13,2023-11-07
7478,Femenino,46.0,Yucatán,4,439.15,2023-06-26
7479,Masculino,41.0,CDMX,3,655.3,2023-04-27
7480,Femenino,23.0,Puebla,4,525.84,2023-07-19
7481,Femenino,38.0,CDMX,1,362.25,2023-03-13
7482,Femenino,41.0,Yucatán,3,303.41,2023-06-23
7483,Femenino,17.0,Jalisco,2,422.29,2023-04-11
7484,Masculino,23.0,Jalisco,3,681.62,2023-10-25
7485,Femenino,43.0,Nuevo León,2,477.78,2023-03-23
7486,Masculino,43.0,Puebla,1,674.6,2023-02-02
7487,Femenino,19.0,Nuevo León,6,757.97,2023-02-08
7488,Otro,42.0,Nuevo León,3,792.78,2023-10-30
7489,Masculino,35.0,Jalisco,2,451.66,2023-04-16
7490,Masculino,42.0,CDMX,3,373.12,2023-03-08
7491,Femenino,28.0,Nuevo León,5,617.19,2023-11-05
7492,Femenino,41.0,Nuevo León,5,334.54,2023-04-15
7493,Femenino,43.0,Puebla,4,502.17,2023-11-15
7494,Masculino,31.0,Jalisco,1,365.38,2023-05-22
7495,Masculino,35.0,CDMX,3,436.55,2023-10-03
7496,Femenino,28.0,Puebla,0,485.08,2023-12-14
7497,Femenino,51.0,CDMX,5,430.58,2023-05-03
7498,Masculino,33.0,CDMX,1,610.83,2023-04-21
7499,Femenino,25.0,Nuevo León,4,535.81,2023-10-21
7500,Masculino,27.0,Puebla,2,353.81,2023-06-15
7501,Masculino,36.0,Nuevo León,2,367.04,2023-04-08
7502,Masculino,42.0,Yucatán,3,402.61,2023-05-31
7503,Femenino,21.0,CDMX,4,694.35,2023-07-08
7504,Femenino,53.0,Puebla,4,609.69,2023-07-05
7505,Masculino,38.0,Jalisco,3,201.87,2023-10-15
7506,Masculino,39.0,Nuevo León,3,545.19,2023-03-20
7507,Femenino,34.0,Yucatán,5,877.02,2023-08-09
7508,Femenino,35.0,Yucatán,4,547.33,2023-04-22
7509,Masculino,33.0,Yucatán,7,488.09,2023-07-27
7510,Masculino,45.0,Nuevo León,4,405.04,2023-02-13
7511,Masculino,34.0,Jalisco,6,350.54,2023-08-18
7512,Otro,42.0,Puebla,8,539.66,2023-10-22
7513,Femenino,30.0,CDMX,3,197.56,2023-02-13
7514,Femenino,36.0,Jalisco,3,399.04,2023-03-10
7515,Masculino,26.0,Nuevo León,3,495.21,2023-01-04
7516,Masculino,47.0,Puebla,6,666.0,2023-05-04
7517,Femenino,26.0,CDMX,2,271.33,2023-08-07
7518,Femenino,31.0,Puebla,3,434.18,2023-09-20
7519,Masculino,31.0,CDMX,2,593.72,2023-07-16
7520,Femenino,31.0,CDMX,4,470.89,2023-12-21
7521,Femenino,42.0,Yucatán,3,694.29,2023-02-21
7522,Masculino,31.0,Nuevo León,1,581.99,2023-06-11
7523,Masculino,48.0,Jalisco,2,378.54,2023-10-11
7524,Masculino,26.0,Yucatán,2,504.03,2023-01-05
7525,Femenino,36.0,Yucatán,5,378.74,2023-05-23
7526,Masculino,27.0,Puebla,3,488.03,2023-02-17
7527,Masculino,39.0,CDMX,5,526.47,2023-01-28
7528,Masculino,34.0,CDMX,1,600.77,2023-12-06
7529,Masculino,33.0,Puebla,1,531.29,2023-01-28
7530,Femenino,46.0,Nuevo León,2,322.69,2023-03-20
7531,Femenino,28.0,CDMX,2,205.36,2023-08-01
7532,Femenino,40.0,Yucatán,2,578.21,2023-11-16
7533,Femenino,27.0,Yucatán,4,184.16,2023-04-15
7534,Masculino,36.0,CDMX,4,524.68,2023-01-27
7535,Masculino,23.0,CDMX,2,358.07,2023-01-10
7536,Masculino,28.0,Nuevo León,1,494.43,2023-09-27
7537,Masculino,34.0,CDMX,3,475.2,2023-06-24
7538,Femenino,53.0,Nuevo León,3,543.32,2023-03-18
7539,Femenino,36.0,Yucatán,0,498.43,2023-06-30
7540,Femenino,51.0,Nuevo León,3,598.84,2023-11-18
7541,Femenino,37.0,CDMX,3,535.6,2023-10-26
7542,Femenino,31.0,Jalisco,5,664.5,2023-10-24
7543,Masculino,50.0,CDMX,2,423.08,2023-10-30
7544,Otro,39.0,Jalisco,1,334.93,2023-02-14
7545,Femenino,28.0,Yucatán,2,536.68,2023-04-03
7546,Femenino,39.0,Puebla,1,483.26,2023-03-06
7547,Masculino,32.0,Yucatán,2,553.27,2023-01-17
7548,Femenino,15.0,Yucatán,2,488.11,2023-06-21
7549,Masculino,44.0,Yucatán,4,651.48,2023-02-26
7550,Masculino,45.0,Nuevo León,3,568.18,2023-09-02
7551,Masculino,53.0,Yucatán,4,315.45,2023-07-30
7552,Femenino,39.0,Puebla,6,436.79,2023-10-16
7553,Masculino,32.0,CDMX,1,521.88,2023-03-04
7554,Femenino,43.0,Jalisco,3,437.12,2023-09-08
7555,Masculino,43.0,Yucatán,2,405.51,2023-06-30
7556,Femenino,51.0,Jalisco,3,689.66,2023-12-10
7557,Femenino,34.0,Yucatán,4,611.3,2023-11-23
7558,Masculino,33.0,Nuevo León,7,387.24,2023-06-30
7559,Masculino,27.0,Jalisco,1,632.55,2023-03-31
7560,Masculino,40.0,Yucatán,6,617.87,2023-07-27
7561,Masculino,19.0,Yucatán,4,587.22,2023-01-14
7562,Masculino,42.0,Puebla,1,269.89,2023-07-23
7563,Femenino,40.0,Puebla,3,522.47,2023-10-28
7564,Masculino,40.0,Puebla,3,351.35,2023-11-17
7565,Masculino,36.0,Nuevo León,5,469.35,2023-06-27
7566,Masculino,50.0,Jalisco,2,668.55,2023-02-02
7567,Masculino,43.0,Nuevo León,0,439.86,2023-11-21
7568,Femenino,28.0,CDMX,1,475.88,2023-10-16
7569,Masculino,29.0,Yucatán,2,287.53,2023-11-18
7570,Femenino,26.0,Yucatán,2,520.19,2023-10-16
7571,Femenino,40.0,Yucatán,4,709.78,2023-09-07
7572,Masculino,24.0,Puebla,2,811.01,2023-08-20
7573,Femenino,45.0,Yucatán,2,637.04,2023-05-21
7574,Masculino,48.0,Puebla,4,436.48,2023-09-20
7575,Femenino,26.0,CDMX,4,570.21,2023-02-04
7576,Femenino,33.0,Nuevo León,10,429.86,2023-10-02
7577,Masculino,35.0,Nuevo León,5,524.02,2023-04-08
7578,Masculino,43.0,Nuevo León,5,577.66,2023-06-11
7579,Masculino,51.0,Puebla,1,293.35,2023-02-22
7580,Masculino,18.0,Jalisco,4,614.76,2023-07-01
7581,Masculino,31.0,Jalisco,3,564.0,2023-08-06
7582,Femenino,32.0,CDMX,2,387.93,2023-04-09
7583,Femenino,20.0,Jalisco,4,200.86,2023-07-10
7584,Femenino,30.0,CDMX,0,530.79,2023-08-07
7585,Masculino,39.0,Yucatán,3,605.24,2023-09-23
7586,Masculino,32.0,Nuevo León,2,450.47,2023-10-19
7587,Femenino,19.0,Puebla,6,451.32,2023-04-13
7588,Masculino,63.0,CDMX,7,584.16,2023-11-17
7589,Masculino,37.0,Puebla,6,404.37,2023-05-07
7590,Femenino,36.0,Puebla,4,602.92,2023-06-10
7591,Femenino,24.0,Nuevo León,1,458.59,2023-03-12
7592,Masculino,37.0,Yucatán,6,534.13,2023-07-08
7593,Masculino,33.0,Yucatán,5,550.54,2023-08-10
7594,Masculino,16.0,Jalisco,3,734.29,2023-07-29
7595,Femenino,24.0,Yucatán,3,541.17,2023-07-11
7596,Otro,42.0,Nuevo León,2,364.0,2023-07-07
7597,Femenino,,Puebla,1,420.27,2023-04-25
7598,Femenino,38.0,CDMX,3,419.83,2023-01-14
7599,Otro,46.0,CDMX,3,577.58,2023-07-30
7600,Femenino,33.0,Yucatán,4,491.2,2023-03-10
7601,Masculino,34.0,Jalisco,3,498.62,2023-09-24
7602,Femenino,45.0,CDMX,3,678.34,2023-07-18
7603,Masculino,51.0,Jalisco,5,631.76,2023-05-18
7604,Masculino,48.0,CDMX,3,457.01,2023-05-26
7605,Femenino,24.0,Jalisco,1,758.48,2023-12-26
7606,Masculino,34.0,Jalisco,5,838.43,2023-07-26
7607,Femenino,37.0,Puebla,4,373.42,2023-05-03
7608,Masculino,32.0,Nuevo León,5,420.11,2023-07-22
7609,Femenino,38.0,CDMX,4,337.85,2023-03-23
7610,Femenino,43.0,Yucatán,2,711.4,2023-08-09
7611,Femenino,45.0,Nuevo León,2,371.73,2023-01-30
7612,Femenino,51.0,Puebla,1,424.95,2023-11-03
7613,Masculino,31.0,Puebla,4,859.19,2023-03-31
7614,Femenino,21.0,Puebla,3,642.89,2023-09-24
7615,Femenino,38.0,Yucatán,1,460.47,2023-03-10
7616,Femenino,53.0,CDMX,2,495.39,2023-01-25
7617,Femenino,30.0,CDMX,3,234.47,2023-04-03
7618,Masculino,41.0,Jalisco,3,490.3,2023-10-05
7619,Otro,41.0,Jalisco,3,534.61,2023-06-22
7620,Femenino,36.0,Jalisco,4,338.75,2023-08-05
7621,Masculino,35.0,Yucatán,5,533.74,2023-06-12
7622,Masculino,25.0,Nuevo León,5,807.84,2023-11-09
7623,Femenino,12.0,CDMX,4,720.63,2023-06-29
7624,Masculino,23.0,Jalisco,5,736.65,2023-02-24
7625,Masculino,31.0,Yucatán,2,455.86,2023-07-11
7626,Masculino,45.0,Yucatán,2,441.64,2023-03-31
7627,Masculino,33.0,Jalisco,2,587.74,2023-05-11
7628,Femenino,29.0,Puebla,5,,2023-02-05
7629,Masculino,26.0,Puebla,1,606.37,2023-03-01
7630,Masculino,41.0,Puebla,2,645.92,2023-04-30
7631,Masculino,48.0,Jalisco,3,828.75,2023-09-20
7632,Masculino,45.0,Yucatán,1,303.02,2023-03-25
7633,Femenino,41.0,Yucatán,3,657.98,2023-08-26
7634,Otro,,CDMX,1,428.07,2023-12-29
7635,Masculino,31.0,Puebla,2,727.81,2023-03-24
7636,Femenino,54.0,Jalisco,3,555.28,2023-10-28
7637,Femenino,46.0,CDMX,1,522.32,2023-02-09
7638,Masculino,19.0,Yucatán,2,643.94,2023-11-21
7639,Femenino,34.0,CDMX,1,647.5,2023-10-15
7640,Femenino,38.0,Puebla,2,444.96,2023-08-30
7641,Femenino,27.0,Nuevo León,3,516.24,2023-08-24
7642,Femenino,11.0,Puebla,3,411.28,2023-05-16
7643,Femenino,35.0,Puebla,3,523.22,2023-04-09
7644,Femenino,27.0,Jalisco,1,641.75,2023-05-14
7645,Femenino,27.0,Nuevo León,5,732.51,2023-03-04
7646,Masculino,31.0,Nuevo León,3,226.04,2023-02-13
7647,Masculino,33.0,Nuevo León,5,672.96,2023-07-15
7648,Femenino,34.0,Yucatán,5,614.49,2023-09-09
7649,Femenino,26.0,CDMX,2,324.36,2023-10-17
7650,Masculino,,Yucatán,4,262.89,2023-01-01
7651,Femenino,17.0,Nuevo León,5,503.35,2023-04-02
7652,Femenino,38.0,Jalisco,2,489.34,2023-04-25
7653,Femenino,6.0,Puebla,1,509.08,2023-08-07
7654,Masculino,32.0,Puebla,1,730.41,2023-08-01
7655,Masculino,44.0,Yucatán,2,273.87,2023-08-05
7656,Masculino,24.0,Yucatán,1,332.69,2023-08-04
7657,Masculino,42.0,Jalisco,3,295.25,2023-01-28
7658,Masculino,46.0,Puebla,1,675.46,2023-07-13
7659,Femenino,1.0,Yucatán,3,606.04,2023-11-23
7660,Masculino,33.0,CDMX,2,524.61,2023-11-27
7661,Femenino,6.0,Yucatán,4,423.37,2023-04-04
7662,Masculino,33.0,Yucatán,4,469.93,2023-04-18
7663,Masculino,34.0,Nuevo León,6,443.09,2023-07-30
7664,Masculino,10.0,CDMX,2,594.0,2023-09-19
7665,Femenino,54.0,CDMX,3,787.88,2023-07-07
7666,Femenino,37.0,Jalisco,4,335.84,2023-06-18
7667,Masculino,26.0,Nuevo León,2,436.03,2023-03-21
7668,Masculino,49.0,CDMX,3,465.78,2023-03-24
7669,Masculino,17.0,Nuevo León,3,115.31,2023-05-23
7670,Femenino,22.0,Nuevo León,2,631.78,2023-02-03
7671,Masculino,12.0,Puebla,3,512.33,2023-01-14
7672,Masculino,53.0,CDMX,4,559.48,2023-08-30
7673,Masculino,38.0,Puebla,3,411.68,2023-04-12
7674,Masculino,41.0,Yucatán,3,559.84,2023-12-06
7675,Masculino,38.0,Yucatán,2,478.73,2023-04-26
7676,Masculino,,Puebla,5,510.72,2023-09-25
7677,Masculino,35.0,Yucatán,1,665.21,2023-02-06
7678,Otro,37.0,Puebla,2,555.17,2023-08-14
7679,Femenino,36.0,Jalisco,4,275.77,2023-05-17
7680,Femenino,28.0,Nuevo León,3,486.67,2023-05-02
7681,Masculino,34.0,Jalisco,2,679.79,2023-02-06
7682,Masculino,37.0,CDMX,0,470.33,2023-05-08
7683,Masculino,36.0,Jalisco,3,613.78,2023-12-25
7684,Masculino,20.0,Jalisco,4,731.34,2023-03-05
7685,Femenino,21.0,Yucatán,6,631.79,2023-09-21
7686,Masculino,45.0,Puebla,3,576.44,2023-05-20
7687,Masculino,31.0,CDMX,4,532.81,2023-10-20
7688,Femenino,40.0,Yucatán,2,466.59,2023-01-16
7689,Femenino,24.0,CDMX,4,484.68,2023-04-15
7690,Masculino,20.0,Nuevo León,3,708.67,2023-05-16
7691,Femenino,26.0,Puebla,4,601.53,2023-03-23
7692,Masculino,32.0,Yucatán,3,477.21,2023-03-15
7693,Femenino,28.0,Jalisco,3,458.07,2023-01-23
7694,Masculino,47.0,Nuevo León,3,512.69,2023-08-22
7695,Masculino,36.0,Jalisco,1,549.28,2023-01-12
7696,Masculino,53.0,CDMX,6,446.75,2023-08-08
7697,Femenino,39.0,Nuevo León,6,325.88,2023-09-04
7698,Masculino,10.0,Yucatán,0,580.15,2023-08-31
7699,Femenino,45.0,Jalisco,1,439.32,2023-05-11
7700,Femenino,19.0,Jalisco,4,408.45,2023-11-13
7701,Otro,37.0,CDMX,1,434.52,2023-02-04
7702,Masculino,27.0,CDMX,5,401.83,2023-05-09
7703,Masculino,56.0,Puebla,3,610.71,2023-12-22
7704,Femenino,49.0,Puebla,3,642.21,2023-08-10
7705,Femenino,27.0,CDMX,4,609.04,2023-04-27
7706,Femenino,33.0,Puebla,3,534.52,2023-07-21
7707,Masculino,37.0,Jalisco,4,310.17,2023-04-21
7708,Masculino,43.0,CDMX,3,577.35,2023-09-12
7709,Masculino,35.0,Nuevo León,4,796.83,2023-08-21
7710,Masculino,24.0,CDMX,2,472.21,2023-09-27
7711,Femenino,27.0,Yucatán,3,259.7,2023-08-29
7712,Femenino,34.0,Yucatán,4,609.25,2023-08-04
7713,Femenino,47.0,CDMX,4,233.97,2023-12-06
7714,Femenino,39.0,Nuevo León,3,357.46,2023-03-25
7715,Femenino,27.0,CDMX,3,462.14,2023-10-16
7716,Masculino,41.0,Nuevo León,5,666.65,2023-04-30
7717,Femenino,31.0,Jalisco,3,524.41,2023-06-28
7718,Masculino,43.0,Jalisco,5,410.38,2023-11-21
7719,Femenino,,Nuevo León,4,413.17,2023-03-28
7720,Otro,31.0,Puebla,3,337.33,2023-01-16
7721,Masculino,43.0,Jalisco,3,420.69,2023-10-24
7722,Masculino,27.0,Yucatán,10,468.04,2023-04-01
7723,Femenino,33.0,CDMX,4,509.74,2023-11-25
7724,Masculino,35.0,Puebla,4,593.33,2023-01-14
7725,Masculino,33.0,Yucatán,3,528.89,2023-01-29
7726,Femenino,59.0,CDMX,1,321.9,2023-05-22
7727,Femenino,31.0,Yucatán,5,196.41,2023-12-17
7728,Femenino,40.0,Puebla,5,405.23,2023-05-15
7729,Masculino,15.0,Nuevo León,0,806.04,2023-09-22
7730,Masculino,39.0,CDMX,1,450.33,2023-11-30
7731,Masculino,46.0,Yucatán,1,526.57,2023-12-05
7732,Femenino,29.0,Yucatán,2,289.25,2023-02-22
7733,Femenino,9.0,Puebla,2,415.93,2023-11-26
7734,Masculino,34.0,Puebla,4,594.82,2023-02-16
7735,Femenino,35.0,Puebla,4,579.58,2023-02-16
7736,Masculino,42.0,Nuevo León,4,502.65,2023-09-13
7737,Masculino,55.0,Jalisco,3,560.39,2023-10-06
7738,Femenino,31.0,Yucatán,3,695.09,2023-06-08
7739,Masculino,26.0,Nuevo León,5,525.53,2023-11-10
7740,Femenino,23.0,Yucatán,5,748.15,2023-12-08
7741,Masculino,36.0,Nuevo León,0,557.03,2023-09-17
7742,Femenino,39.0,CDMX,3,403.76,2023-04-07
7743,Masculino,29.0,Jalisco,5,382.33,2023-05-30
7744,Femenino,42.0,Yucatán,3,448.8,2023-07-04
7745,Femenino,39.0,Puebla,4,482.71,2023-01-31
7746,Masculino,35.0,Jalisco,3,646.3,2023-07-23
7747,Femenino,25.0,Yucatán,6,691.15,2023-04-07
7748,Masculino,30.0,CDMX,1,466.08,2023-11-06
7749,Femenino,10.0,Yucatán,5,573.03,2023-05-04
7750,Masculino,37.0,Yucatán,3,533.78,2023-06-18
7751,Femenino,35.0,Yucatán,2,474.37,2023-01-09
7752,Masculino,36.0,Jalisco,6,560.19,2023-06-25
7753,Femenino,40.0,Yucatán,6,588.22,2023-10-06
7754,Femenino,38.0,Puebla,2,813.24,2023-10-16
7755,Femenino,33.0,Nuevo León,4,755.97,2023-11-05
7756,Masculino,35.0,Puebla,0,695.72,2023-10-04
7757,Femenino,20.0,CDMX,2,465.79,2023-11-16
7758,Masculino,29.0,Jalisco,1,337.15,2023-10-15
7759,Masculino,35.0,Nuevo León,4,569.02,2023-07-11
7760,Femenino,27.0,Jalisco,1,232.99,2023-02-15
7761,Masculino,43.0,Jalisco,1,486.02,2023-09-07
7762,Femenino,28.0,Yucatán,1,573.66,2023-10-01
7763,Femenino,37.0,Puebla,2,344.21,2023-04-10
7764,Masculino,36.0,Nuevo León,3,544.8,2023-06-02
